S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,OUTPUT
-1.86912,0.07295,-1.17014,-0.16566,-0.67872,-1.459,-0.56475,0.0445762,-1.0695,-1.69576,-0.64111,-0.0227738,-0.3514,-1.85952,-0.49397,0.00170616,-0.31597,-2.4024,-0.46436,0.0613062,-0.6825,0,O
-1.93248,0.10213,-1.17014,-0.14558,-0.7272,-1.48818,-0.53463,0.046281,-1.15575,-1.58752,-0.58856,-0.043519,-0.54467,-1.8774,-0.48346,0.042161,-0.46564,-2.5298,-0.60268,0.119641,-0.6279,0.03452,O
-1.8216,0.08754,-0.89901,-0.16566,-0.63024,-1.44441,-0.48945,0.0467758,-1.05225,-1.64164,-0.53601,-0.0295542,-0.38654,-1.788,-0.39938,0.0132858,-0.28271,-2.3114,-0.65208,0.0430858,-0.7189,0,O
-1.78992,0.07295,-0.78485,-0.16566,-0.67872,-1.40064,-0.3765,0.0429045,-1.035,-1.5334,-0.49397,-0.0424055,-0.42168,-1.6986,-0.36785,0.0432745,-0.36586,-2.275,-0.56316,0.108834,-0.637,-0.02589,O
-1.86912,0.10213,-1.08452,-0.14558,-0.63024,-1.44441,-0.51204,0.020633,-1.1385,-1.56948,-0.54652,-0.051207,-0.56224,-1.788,-0.4204,0.083433,-0.43238,-2.4934,-0.46436,0.137073,-0.5642,-0.02589,O
-1.83744,0.11672,-0.88474,-0.17068,-0.69488,-1.35687,-0.38403,0.0633173,-1.1385,-1.4432,-0.38887,-0.0309727,-0.45682,-1.6092,-0.30479,-0.00037272,-0.38249,-2.2932,-0.4446,0.0294273,-0.7735,0.00863,O
-1.4256,0.10213,-0.27113,-0.15562,-0.33936,-0.16049,-0.01506,-0.0466434,-1.1385,-0.05412,-0.03153,-0.131953,-1.10691,-2.07408,0.06306,0.314807,-0.9978,-2.3296,-0.45448,0.368447,-0.2639,-0.04315,P
-1.64736,0.01459,-0.19978,-0.16064,-0.06464,-0.16049,-0.01506,-0.0203466,-1.035,-0.23452,0.01051,-0.0921866,-0.79065,-1.788,0.01051,0.207693,-0.93128,-2.2022,-0.60268,0.255373,-0.2912,-0.07767,P
-1.98,-0.02918,-0.07135,-0.11546,-0.35552,-0.16049,-0.01506,-0.100667,-1.587,-1.04632,0.05255,-0.114137,-1.35289,-2.0562,0.1051,0.332623,-1.29714,-2.5844,-0.71136,0.463743,-0.3003,-0.07767,P
-1.55232,0.07295,-0.08562,-0.18072,0.06464,-0.16049,-0.01506,-0.068607,-0.69,-0.21648,0.01051,-0.104527,-0.66766,-1.19796,0.02102,0.281033,-0.94791,-2.0566,-0.56316,0.430033,-0.2821,-0.07767,P
-1.91664,0,-0.07135,-0.15562,-0.38784,-0.20426,-0.01506,-0.0711477,-1.46625,-0.52316,0.01051,-0.0935977,-1.37046,-2.00256,0.1051,0.261362,-1.36366,-2.5116,-0.71136,0.374602,-0.1911,-0.03452,P
-1.61568,0.05836,-0.1427,-0.17068,-0.09696,-0.20426,-0.01506,-0.0588186,-1.05225,-0.21648,0.01051,-0.103719,-0.96635,-1.62708,0.04204,0.269601,-1.08095,-2.1112,-0.494,0.394761,-0.273,-0.07767,P
-1.91664,0.02918,-0.12843,-0.11546,-0.43632,-0.1459,-0.01506,-0.0725115,-1.60425,-0.75768,0,-0.0770015,-1.38803,-2.07408,0.12612,0.228998,-1.38029,-2.639,-0.76076,0.306478,-0.2184,-0.06904,P
-1.99584,0.01459,-0.05708,-0.11044,-0.38784,-0.08754,-0.01506,-0.100359,-1.656,-1.15456,0.05255,-0.0779092,-1.42317,-2.03832,0.09459,0.258691,-1.3304,-2.6208,-0.67184,0.354051,-0.1183,-0.06904,P
-2.02752,0.02918,-0.05708,-0.11044,-0.43632,-0.13131,-0.01506,-0.105935,-1.70775,-0.9922,0.04204,-0.0700154,-1.37046,-2.00256,0.09459,0.248225,-1.31377,-2.548,-0.51376,0.313785,-0.091,-0.06904,P
-2.07504,0.05836,0,-0.09036,-0.404,-0.07295,-0.01506,-0.0807822,-1.67325,-0.59532,0.09459,-0.0762922,-1.49345,-1.98468,0.09459,0.235828,-1.34703,-2.4206,-0.41496,0.271588,-0.2002,-0.06904,P
-2.12256,0.04377,-0.07135,-0.09538,-0.50096,-0.11672,-0.01506,-0.0747112,-1.74225,-0.77572,0.08408,-0.0702212,-1.52859,-1.85952,0.09459,0.217419,-1.31377,-2.366,-0.35568,0.247219,-0.0819,-0.06904,P
-2.0592,0.04377,-0.01427,-0.1004,-0.45248,-0.11672,-0.01506,-0.0537704,-1.70775,-0.3608,0.08408,-0.0852004,-1.47588,-1.93104,0.09459,0.22692,-1.3304,-2.3114,-0.2964,0.25076,-0.1547,-0.06041,P
-1.96416,-0.04377,-0.11416,-0.1004,-0.37168,-0.11672,-0.01506,-0.088184,-1.656,-0.34276,0.1051,-0.106144,-1.52859,-2.07408,0.11561,0.303896,-1.39692,-2.3296,-0.2964,0.363496,-0.2821,-0.06041,P
-1.94832,0.04377,-0.05708,-0.11044,-0.45248,-0.17508,0.01506,-0.0544523,-1.656,-0.52316,0.02102,-0.0769023,-1.4056,-2.07408,0.12612,0.210738,-1.34703,-2.4934,-0.5928,0.258418,-0.1456,-0.06041,P
-1.9008,0.08754,0,-0.13554,-0.21008,-0.11672,-0.01506,-0.14069,-1.38,-0.34276,0.03153,-0.0868099,-1.28261,-1.93104,0.08408,0.31711,-1.21399,-2.3478,-0.40508,0.36479,-0.2821,-0.06041,P
-1.584,0.13131,-0.07135,-0.18072,0.06464,-0.11672,-0.01506,-0.151314,-0.9315,-0.05412,0.02102,-0.0974342,-0.93121,-1.66284,0.08408,0.349326,-0.91465,-2.0566,-0.26676,0.420846,-0.455,-0.06041,P
-2.01168,0.04377,-0.07135,-0.12048,-0.45248,-0.11672,-0.01506,-0.1191,-1.6905,-0.97416,0.03153,-0.0697103,-1.49345,-2.0562,0.1051,0.26077,-1.28051,-2.4388,-0.53352,0.31441,-0.1183,-0.06041,P
-2.07504,0.01459,0.01427,-0.1255,-0.45248,-0.11672,-0.01506,-0.103736,-1.63875,-1.13652,0.06306,-0.0767957,-1.44074,-2.00256,0.11561,0.259804,-1.31377,-2.5298,-0.5928,0.331324,-0.2002,-0.06041,P
-1.584,0.13131,-0.04281,-0.18072,0.09696,-0.16049,-0.01506,-0.105253,-0.70725,-0.14432,-0.03153,-0.0783134,-0.68523,-1.32312,0.02102,0.264407,-1.01443,-2.002,-0.3952,0.449167,-0.4186,-0.06041,P
-1.99584,0,-0.04281,-0.11546,-0.51712,-0.10213,-0.01506,-0.0669354,-1.74225,-0.50512,0.05255,-0.0848954,-1.45831,-2.02044,0.1051,0.239465,-1.29714,-2.4388,-0.43472,0.299065,-0.3003,-0.06041,P
-2.09088,0.07295,-0.15697,-0.11546,-0.79184,-0.10213,-0.01506,-0.0336986,-1.8975,-0.97416,0.05255,-0.0696186,-1.47588,-1.94892,0.09459,0.175181,-1.3304,-2.548,-0.53352,0.210941,-0.2093,-0.05178,P
-1.96416,0.04377,-0.08562,-0.14558,-0.61408,-0.16049,-0.01506,-0.0645818,-1.74225,-0.64944,0.08408,-0.0735618,-1.49345,-1.93104,0.1051,0.214078,-1.29714,-2.5116,-0.4446,0.267718,-0.3276,-0.05178,P
-2.04336,0.04377,-0.08562,-0.11044,-0.58176,-0.16049,-0.01506,-0.0811232,-1.794,-0.93808,0.04204,-0.0721432,-1.52859,-1.89528,0.09459,0.227737,-1.34703,-2.5298,-0.42484,0.281377,-0.3094,-0.05178,P
-2.07504,0.02918,-0.02854,-0.1255,-0.51712,-0.02918,-0.01506,-0.0912526,-1.794,-1.02828,0.03153,-0.0688026,-1.51102,-1.80588,0.09459,0.231077,-1.34703,-2.366,-0.4446,0.254917,-0.2275,-0.01726,P
-2.02752,0.02918,0.02854,-0.13052,-0.46864,-0.08754,-0.01506,-0.0924294,-1.70775,-0.64944,0.08408,-0.0744694,-1.38803,-1.89528,0.12612,0.243771,-1.28051,-2.4024,-0.55328,0.315291,-0.4641,-0.02589,P
-2.07504,0.04377,0.02854,-0.15562,-0.61408,-0.08754,-0.01506,-0.0476994,-1.81125,-0.70356,0.04204,-0.0791294,-1.45831,-1.93104,0.08408,0.208511,-1.19736,-2.2932,-0.48412,0.244271,-0.3731,-0.06041,P
-2.01168,0.07295,0.02854,-0.15562,-0.7272,-0.16049,-0.01506,-0.0345344,-1.794,-0.86592,0.04204,-0.0794344,-1.35289,-1.8774,0.08408,0.195966,-1.28051,-2.457,-0.60268,0.267486,-0.3822,-0.03452,P
-1.93248,0.01459,0.02854,-0.21586,-0.33936,-0.10213,-0.01506,-0.0725115,-1.46625,-0.55924,0,-0.0770015,-1.24747,-1.80588,0.08408,0.228998,-1.11421,-2.366,-0.60268,0.318398,-0.3822,-0.02589,P
-2.04336,0.08754,0.02854,-0.14558,-0.42016,-0.17508,-0.01506,-0.0763829,-1.656,-0.50512,0.02102,-0.0898529,-1.28261,-1.9668,0.09459,0.258987,-1.24725,-2.4388,-0.57304,0.366267,-0.5096,-0.02589,P
-2.09088,0.04377,0.02854,-0.11546,-0.58176,-0.13131,-0.01506,-0.0924294,-1.81125,-0.61336,0.03153,-0.0744694,-1.44074,-1.84164,0.11561,0.243771,-1.3304,-2.4388,-0.48412,0.297411,-0.4823,0.01726,P
-1.86912,0.13131,0.02854,-0.15562,-0.50096,-0.07295,-0.01506,-0.0829819,-1.56975,-0.41492,0.02102,-0.0695119,-1.24747,-1.82376,0.11561,0.224248,-1.19736,-2.3478,-0.60268,0.271928,-0.3276,-0.02589,P
-2.02752,0.11672,0.01427,-0.14558,-0.53328,-0.01459,-0.01506,-0.081959,-1.6905,-0.55924,0.05255,-0.081959,-1.38803,-1.91316,0.11561,0.248521,-1.3304,-2.275,-0.33592,0.314081,-0.364,-0.02589,P
-1.96416,0.02918,0.01427,-0.14558,-0.4848,-0.02918,-0.01506,-0.0856765,-1.70775,-0.68552,0.04204,-0.0766965,-1.4056,-1.89528,0.11561,0.241544,-1.3304,-2.275,-0.26676,0.283264,-0.3094,-0.05178,P
-2.07504,0.08754,0.07135,-0.1255,-0.54944,-0.02918,-0.01506,-0.0743702,-1.77675,-0.79376,0.06306,-0.0743702,-1.47588,-1.80588,0.08408,0.22551,-1.28051,-2.3296,-0.37544,0.32087,-0.5005,-0.05178,P
-2.12256,0.05836,0.05708,-0.13052,-0.53328,-0.02918,-0.01506,-0.111665,-1.81125,-0.8118,0.08408,-0.0802354,-1.51102,-1.93104,0.12612,0.274725,-1.23062,-2.3478,-0.5434,0.322405,-0.5551,-0.01726,P
-2.09088,0.08754,0.05708,-0.13052,-0.46864,-0.02918,-0.01506,-0.119441,-1.77675,-0.82984,0.08408,-0.0655613,-1.49345,-1.77012,0.09459,0.252679,-1.28051,-2.4934,-0.58292,0.336119,-0.4641,-0.05178,P
-2.02752,0,0,-0.15562,-0.54944,-0.02918,-0.01506,-0.113216,-1.794,-0.92004,0.08408,-0.0413763,-1.4056,-1.82376,0.08408,0.197304,-1.26388,-2.4752,-0.60268,0.268824,-0.4732,-0.05178,P
-2.10672,0.01459,0,-0.1255,-0.43632,-0.02918,-0.01506,-0.154229,-1.794,-0.84788,0.08408,-0.041979,-1.47588,-1.71648,0.09459,0.239541,-1.19736,-2.4388,-0.494,0.275301,-0.5096,-0.05178,P
-2.1384,0.13131,0.04281,-0.11546,-0.43632,0.02918,-0.01506,-0.168912,-1.794,-0.93808,0.08408,-0.0431917,-1.44074,-1.73436,0.1051,0.256688,-1.19736,-2.5116,-0.5434,0.328208,-0.5096,-0.05178,P
-2.09088,0.10213,0.11416,-0.1506,-0.50096,0.1459,-0.01506,-0.272714,-1.81125,-0.68552,0.06306,-0.0392336,-1.45831,-1.80588,0.11561,0.352446,-1.3304,-2.2932,-0.41496,0.406086,-0.5278,-0.04315,P
-2.0592,0.11672,0.05708,-0.10542,-0.42016,0.08754,-0.01506,-0.193911,-1.8285,-0.95612,0.08408,-0.0188009,-1.45831,-1.55556,0.11561,0.232119,-1.21399,-2.366,-0.47424,0.267879,-0.4186,-0.06904,P
-2.04336,0.08754,0.05708,-0.1255,-0.33936,0.08754,-0.01506,-0.17616,-1.656,-0.451,0.04204,-0.0549295,-1.42317,-1.73436,0.11561,0.28779,-1.23062,-2.4206,-0.67184,0.34143,-0.4277,-0.06904,P
-2.1384,-0.01459,0.05708,-0.13554,-0.42016,0.02918,-0.01506,-0.152029,-1.725,-0.902,0.05255,-0.0487593,-1.45831,-1.62708,0.11561,0.251121,-1.13084,-2.4024,-0.57304,0.304761,-0.3822,-0.06904,P
-2.12256,0.04377,0.05708,-0.13554,-0.404,0.11672,-0.04518,-0.123841,-1.725,-0.86592,0.1051,-0.0520006,-1.49345,-1.71648,0.12612,0.229519,-1.21399,-2.366,-0.60268,0.295079,-0.5005,-0.06904,P
-2.10672,0.08754,0.05708,-0.13554,-0.42016,0.05836,-0.01506,-0.137688,-1.77675,-0.92004,0.05255,-0.0433975,-1.47588,-1.75224,0.11561,0.225882,-1.1641,-2.5662,-0.53352,0.291442,-0.5005,-0.06041,P
-1.94832,0.13131,0.05708,-0.13554,-0.19392,0.05836,-0.01506,-0.185607,-1.46625,-0.25256,0.05255,-0.059887,-1.30018,-1.57344,0.06306,0.307313,-1.14747,-2.2204,-0.52364,0.360953,-0.4368,-0.06041,P
-2.15424,0.07295,0.05708,-0.13554,-0.42016,0.05836,-0.01506,-0.151193,-1.725,-0.902,0.06306,-0.0389434,-1.4056,-1.57344,0.1051,0.230337,-1.13084,-2.4024,-0.51376,0.278017,-0.5096,-0.05178,P
-2.09088,0.13131,0.05708,-0.11044,-0.43632,0.11672,-0.01506,-0.17077,-1.794,-0.88396,0.06306,-0.0405604,-1.47588,-1.66284,0.11561,0.2532,-1.18073,-2.4388,-0.63232,0.31876,-0.5187,-0.04315,P
-1.86912,0.13131,0.11416,-0.15562,-0.0808,0.05836,-0.01506,-0.16383,-1.22475,-0.14432,0.01051,-0.0650504,-1.01906,-1.21584,0.07357,0.29603,-1.01443,-2.1476,-0.55328,0.35563,-0.4914,-0.04315,P
-1.94832,0.16049,0.11416,-0.14558,-0.01616,0.05836,-0.01506,-0.170924,-1.1385,-0.19844,0.05255,-0.0586743,-0.89607,-1.37676,0.08408,0.290166,-0.86476,-2.0202,-0.47424,0.337846,-0.4368,-0.07767,P
-1.88496,0.10213,0,-0.14558,-0.25856,-0.05836,-0.01506,-0.132265,-1.46625,-0.2706,0.08408,-0.0694053,-1.24747,-1.6092,0.09459,0.273315,-1.01443,-2.0748,-0.47424,0.285235,-0.4641,-0.04315,P
-1.91664,0.16049,0.12843,-0.16064,-0.11312,0.05836,-0.01506,-0.20029,-1.25925,-0.16236,0.02102,-0.0610998,-0.94878,-1.341,0.09459,0.32446,-0.79824,-2.1476,-0.6422,0.39002,-0.6916,-0.07767,P
-1.83744,0.20426,0.07135,-0.19578,-0.11312,0,-0.01506,-0.154196,-1.25925,-0.10824,-0.01051,-0.0823558,-1.07177,-1.5198,0.09459,0.321564,-0.86476,-2.3478,-0.741,0.410964,-0.5369,-0.07767,P
-1.88496,0.11672,0.07135,-0.1757,-0.17776,0,-0.01506,-0.108971,-1.3455,-0.23452,0.03153,-0.0730509,-1.17719,-1.62708,0.11561,0.257429,-1.06432,-2.3842,-0.76076,0.328949,-0.3549,-0.07767,P
-2.12256,0.11672,0.07135,-0.11044,-0.45248,0,-0.01506,-0.128735,-1.794,-0.95612,0.08408,-0.0524049,-1.4056,-1.75224,0.08408,0.235235,-1.09758,-2.4752,-0.67184,0.276955,-0.5369,-0.06904,P
-2.17008,0.08754,0.07135,-0.09538,-0.51712,0,-0.01506,-0.0939472,-1.77675,-0.97416,0.07357,-0.0759872,-1.47588,-1.93104,0.08408,0.248373,-1.21399,-2.5116,-0.5928,0.290093,-0.4823,-0.06904,P
-2.04336,0.08754,0.07135,-0.11546,-0.46864,0,-0.01506,-0.1007,-1.70775,-0.59532,0.04204,-0.0737602,-1.45831,-1.91316,0.08408,0.2506,-1.14747,-2.3842,-0.53352,0.29828,-0.5005,-0.03452,P
-2.10672,0.04377,0.07135,-0.13554,-0.63024,0.05836,-0.01506,-0.116901,-1.88025,-0.55924,0.05255,-0.0764906,-1.47588,-1.71648,0.12612,0.272349,-1.29714,-2.275,-0.48412,0.480949,-0.5915,-0.04315,P
-2.07504,0.01459,-0.04281,-0.16566,-0.69488,-0.01459,-0.01506,-0.0701579,-1.88025,-0.95612,0.09459,-0.0656679,-1.52859,-1.57344,0.09459,0.203612,-1.29714,-2.3296,-0.48412,0.316852,-0.3822,-0.04315,P
-1.63152,0.18967,0.01427,-0.19076,0.11312,-0.07295,-0.01506,-0.12802,-0.552,-0.12628,0.02102,-0.10108,-0.61495,-1.1622,0.09459,0.33344,-0.98117,-1.9292,-0.247,0.53608,-0.3458,-0.07767,P
-2.04336,0.07295,0.01427,-0.14056,-0.30704,-0.01459,-0.01506,-0.0971366,-1.46625,-0.28864,0.07357,-0.0971366,-1.33532,-1.82376,0.09459,0.294543,-1.21399,-2.2568,-0.52364,0.372023,-0.4186,-0.04315,P
-2.12256,0.02918,0.01427,-0.16064,-0.50096,0.10213,-0.01506,-0.203512,-1.8285,-0.79376,0.07357,-0.0418723,-1.4056,-1.84164,0.09459,0.288608,-1.21399,-2.4206,-0.30628,0.342248,-0.5278,-0.05178,P
-2.1384,0.01459,0,-0.11546,-0.45248,-0.01459,-0.01506,-0.109312,-1.77675,-0.48708,0.05255,-0.0689018,-1.4056,-1.73436,0.09459,0.249338,-1.19736,-2.4206,-0.25688,0.302978,-0.4095,-0.05178,P
-2.15424,0,0.07135,-0.1506,-0.51712,0.04377,-0.01506,-0.0974776,-1.725,-0.3608,0.04204,-0.0929876,-1.47588,-1.82376,0.09459,0.286452,-1.1641,-2.2932,-0.28652,0.328172,-0.5642,-0.05178,P
-2.01168,0.07295,0.07135,-0.18072,-0.37168,-0.01459,-0.01506,-0.100854,-1.53525,-0.28864,0.04204,-0.0918741,-1.38803,-1.8774,0.09459,0.287566,-1.1641,-2.1112,-0.35568,0.341206,-0.4277,-0.05178,P
-2.09088,-0.02918,0.07135,-0.2008,-0.42016,-0.01459,-0.01506,-0.0974776,-1.725,-0.37884,0.04204,-0.0929876,-1.4056,-1.82376,0.08408,0.286452,-1.09758,-2.1658,-0.37544,0.352012,-0.6825,-0.05178,P
-1.99584,0.05836,0.07135,-0.15562,-0.25856,-0.01459,-0.01506,-0.0849614,-1.32825,-0.05412,0.04204,-0.125371,-1.31775,-1.85952,0.07357,0.339749,-1.18073,-2.093,-0.38532,0.417229,-0.5187,-0.04315,P
-2.12256,0,0.07135,-0.18072,-0.30704,0.05836,-0.01506,-0.0724784,-1.4835,-0.05412,0.04204,-0.117378,-1.37046,-1.80588,0.08408,0.311022,-1.21399,-2.2022,-0.41496,0.400422,-0.5733,-0.04315,P
-2.15424,0.07295,0.12843,-0.15562,-0.51712,0,-0.01506,-0.10389,-1.81125,-0.32472,0.04204,-0.0949096,-1.44074,-1.68072,0.08408,0.29677,-1.14747,-2.3296,-0.35568,0.36233,-0.6825,-0.04315,P
-2.17008,0.05836,0.11416,-0.14558,-0.43632,0,-0.01506,-0.0711477,-1.6905,-0.28864,0.09459,-0.0935977,-1.44074,-1.80588,0.1051,0.261362,-1.24725,-2.3296,-0.40508,0.344802,-0.4459,-0.04315,P
-2.15424,0.07295,0.11416,-0.11546,-0.51712,0,-0.01506,-0.105407,-1.74225,-0.39688,0.07357,-0.0964274,-1.47588,-1.788,0.1051,0.301373,-1.18073,-2.4388,-0.43472,0.384813,-0.6006,-0.04315,P
-1.99584,0.10213,0.11416,-0.14558,-0.2424,0,-0.01506,-0.106925,-1.46625,-0.1804,0.06306,-0.0979451,-1.35289,-1.788,0.08408,0.305975,-1.18073,-2.2568,-0.36556,0.401335,-0.4914,-0.04315,P
-1.98,0.10213,0,-0.1255,-0.67872,0,-0.01506,-0.0296402,-1.8285,-0.5412,0.06306,-0.0790302,-1.45831,-1.9668,0.12612,0.19025,-1.31377,-2.4024,-0.80028,0.26773,-0.2184,-0.04315,P
-2.09088,0.05836,0.05708,-0.12048,-0.50096,0,-0.01506,-0.0816181,-1.725,-0.41492,0.07357,-0.0861081,-1.45831,-1.94892,0.09459,0.256612,-1.23062,-2.4388,-0.60268,0.316212,-0.5278,-0.05178,P
-2.04336,0.07295,0.05708,-0.13554,-0.45248,0,-0.01506,-0.095124,-1.587,-0.34276,0.07357,-0.081654,-1.45831,-1.91316,0.12612,0.261066,-1.26388,-2.5116,-0.72124,0.314706,-0.2912,-0.0863,P
-2.09088,0.02918,0,-0.13554,-0.45248,0.07295,-0.01506,-0.095311,-1.74225,-0.902,0.09459,-0.059391,-1.54616,-1.91316,0.1051,0.216009,-1.26388,-2.5662,-0.71136,0.245809,-0.3003,-0.05178,P
-2.10672,0.07295,0.05708,-0.13554,-0.5656,0.07295,-0.01506,-0.0915936,-1.794,-0.70356,0.06306,-0.0646536,-1.52859,-1.89528,0.1051,0.222986,-1.24725,-2.4934,-0.75088,0.246826,-0.3094,-0.05178,P
-2.0592,0.01459,0.05708,-0.17068,-0.50096,0.01459,-0.01506,-0.0750522,-1.794,-0.902,0.06306,-0.0660722,-1.52859,-1.89528,0.09459,0.209328,-1.24725,-2.5662,-0.741,0.257008,-0.3094,-0.05178,P
-2.15424,0.02918,0.05708,-0.12048,-0.54944,0.01459,-0.01506,-0.0450048,-1.7595,-0.8118,0.07357,-0.0719448,-1.54616,-1.84164,0.09459,0.191215,-1.23062,-2.548,-0.73112,0.221015,-0.3549,-0.06041,P
-2.04336,0.1459,0.05708,-0.15562,-0.43632,0.07295,-0.01506,-0.082828,-1.725,-0.66748,0.03153,-0.051398,-1.49345,-1.82376,0.09459,0.187282,-1.23062,-2.4934,-0.67184,0.205162,-0.2912,-0.06041,P
-2.01168,0.07295,0.11416,-0.18574,-0.42016,0.07295,-0.01506,-0.107453,-1.725,-0.95612,0.09459,-0.0715331,-1.42317,-1.89528,0.07357,0.252827,-1.1641,-2.4024,-0.62244,0.258787,-0.2821,-0.06041,P
-2.09088,0.11672,0.05708,-0.16064,-0.50096,0.07295,-0.01506,-0.0919346,-1.794,-1.11848,0.06306,-0.0605046,-1.54616,-1.77012,0.08408,0.214895,-1.23062,-2.4024,-0.66196,0.202975,-0.2912,-0.02589,P
-2.02752,0.07295,0.11416,-0.14056,-0.51712,0.08754,-0.01506,-0.1051,-1.74225,-0.8118,0.05255,-0.0601995,-1.49345,-1.85952,0.1051,0.22744,-1.1641,-2.5116,-0.67184,0.24532,-0.3913,-0.02589,P
-2.09088,0.01459,0.04281,-0.16064,-0.4848,0.02918,-0.01506,-0.107299,-1.794,-0.79376,0.07357,-0.0534192,-1.49345,-1.82376,0.12612,0.215861,-1.23062,-2.548,-0.80028,0.263541,-0.3822,-0.03452,P
-2.1384,0.04377,0.04281,-0.10542,-0.53328,0.08754,-0.01506,-0.141405,-1.88025,-0.8118,0.06306,-0.038135,-1.54616,-1.8774,0.12612,0.218905,-1.19736,-2.639,-0.75088,0.272545,-0.3276,-0.03452,P
-2.17008,0.08754,0.09989,-0.13052,-0.46864,0.10213,-0.04518,-0.107299,-1.8285,-0.77572,0.08408,-0.0534192,-1.54616,-1.66284,0.09459,0.215861,-1.21399,-2.5116,-0.66196,0.263541,-0.455,-0.06904,P
-2.07504,0.08754,0.09989,-0.13052,-0.42016,0.10213,-0.01506,-0.115724,-1.67325,-0.79376,0.04204,-0.0708238,-1.45831,-1.82376,0.09459,0.259656,-1.11421,-2.4388,-0.67184,0.271576,-0.4186,-0.02589,P
-2.10672,0.16049,0.09989,-0.1255,-0.38784,0.04377,-0.01506,-0.145276,-1.67325,-0.79376,0.04204,-0.0509863,-1.45831,-1.73436,0.09459,0.248894,-1.11421,-2.4206,-0.65208,0.254854,-0.5005,-0.02589,P
-2.09088,0.1459,0.09989,-0.11546,-0.37168,0.10213,-0.01506,-0.101877,-1.70775,-0.95612,0.09459,-0.079427,-1.44074,-1.93104,0.08408,0.263293,-1.18073,-2.3478,-0.494,0.299053,-0.5187,-0.06041,P
-2.10672,0.11672,0.09989,-0.14056,-0.66256,0.17508,-0.04518,-0.0254278,-1.88025,-0.95612,0.1051,-0.0703278,-1.56373,-1.73436,0.07357,0.168352,-1.26388,-2.275,-0.53352,0.186232,-0.4732,-0.05178,P
-2.12256,0.16049,0.09989,-0.13554,-0.51712,0.17508,-0.04518,-0.0259227,-1.74225,-1.19064,0.06306,-0.0842927,-1.61644,-1.73436,0.03153,0.197227,-1.23062,-2.0748,-0.52364,0.179347,-0.3913,-0.05178,P
-2.12256,0.13131,0.09989,-0.1255,-0.45248,0.11672,-0.04518,-0.0937933,-1.7595,-0.902,0.1051,-0.0578733,-1.49345,-1.73436,0.09459,0.211407,-1.13084,-2.2204,-0.50388,0.193527,-0.5278,-0.05178,P
-2.10672,0.13131,0.09989,-0.1506,-0.46864,0.10213,-0.03765,-0.0742163,-1.725,-0.93808,0.02102,-0.0562563,-1.45831,-1.82376,0.09459,0.188544,-1.19736,-2.2932,-0.57304,0.206424,-0.3731,-0.05178,P
-1.99584,0.13131,0.09989,-0.1506,-0.404,-0.01459,-0.03765,-0.0919346,-1.587,-0.77572,0.03153,-0.0605046,-1.42317,-1.75224,0.09459,0.214895,-1.13084,-2.3114,-0.60268,0.226815,-0.3913,-0.05178,P
-2.10672,0.08754,0.09989,-0.15562,-0.37168,0.05836,-0.03765,-0.101569,-1.725,-0.95612,0.08408,-0.0431991,-1.44074,-1.6986,0.11561,0.189361,-1.09758,-2.3842,-0.62244,0.207241,-0.5278,-0.04315,P
-2.10672,0.16049,0.09989,-0.15562,-0.29088,0.05836,-0.03765,-0.137688,-1.67325,-1.24476,0.05255,-0.0433975,-1.47588,-1.77012,0.04204,0.225882,-1.08095,-2.3114,-0.48412,0.249722,-0.6097,-0.00863,P
-2.10672,0.11672,0.09989,-0.14558,-0.33936,0.05836,-0.03765,-0.124336,-1.6905,-0.84788,0.06306,-0.0659655,-1.44074,-1.84164,0.08408,0.258394,-1.11421,-2.4024,-0.494,0.300114,-0.6461,-0.04315,P
-1.80576,0.30639,0.1427,-0.15562,-0.22624,0.04377,-0.00753,-0.116747,-1.4145,-0.25256,0.03153,-0.0583767,-1.19476,-1.75224,0.11561,0.235383,-1.01443,-2.2932,-0.52364,0.259223,-0.4004,-0.01726,P
-2.17008,0.10213,0.1427,-0.11044,-0.6464,-0.01459,-0.00753,-0.103241,-1.84575,-0.8118,0.06306,-0.0628308,-1.44074,-1.84164,0.11561,0.230929,-1.14747,-2.4752,-0.45448,0.284569,-0.5551,-0.02589,P
-2.15424,0.20426,0.1427,-0.13052,-0.54944,0.04377,-0.00753,-0.0678043,-1.84575,-0.61336,0.05255,-0.0543343,-1.4056,-1.80588,0.09459,0.178226,-1.09758,-2.2568,-0.4446,0.208026,-0.6188,-0.02589,P
-1.36224,0.36475,0.08562,-0.44678,-0.54944,0.05836,-0.08283,-0.146981,-1.46625,-1.96636,-0.16816,-0.0302411,-1.17719,-2.16348,-0.23122,0.208439,-1.18073,-2.3114,-0.63232,0.285919,-0.0364,-0.05178,Q
-1.09296,0.01459,-0.02854,-0.57228,-0.42016,0,-0.08283,-0.089581,-1.2765,-1.96636,-0.12612,-0.049171,-0.94878,-2.16348,-0.23122,0.189509,-1.11421,-2.3114,-0.5928,0.266989,-0.0364,-0.0863,Q
-1.44144,-0.05836,0.01427,-0.46686,-0.5656,0.10213,-0.08283,-0.136852,-1.5525,-1.85812,0.06306,-0.0335817,-1.15962,-2.10984,-0.04204,0.205098,-1.26388,-2.4024,-0.6916,0.276618,0.0455,-0.06904,Q
